url_length,domain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_question_marks,num_equals,num_at,num_ampersand,num_exclamation,num_percent,num_digits,special_char_count,num_subdomains,has_https,has_ip,suspicious_keyword_count,has_shortener,has_redirect,has_at_symbol,suspicious_tld,legitimate_tld,url_entropy,domain_entropy,has_encoding,digit_ratio,label
45,15,6,2,1,0,2,0,1,0,0,0,0,0,8,1,1,0,0,0,0,0,0,1,3.3042,2.5493,0,0.0242,0
179,19,38,10,7,0,4,3,4,1,1,1,1,6,56,2,0,1,3,0,1,0,1,0,4.5506,4.9858,0,0.2772,1
96,43,65,4,5,3,10,3,4,1,0,1,1,14,36,5,0,1,4,0,1,1,1,0,4.6136,3.8546,0,0.32,1
123,28,75,7,7,0,9,2,3,1,1,0,1,12,59,5,0,0,6,1,0,1,0,0,5.152,4.2371,0,0.2435,1
161,48,18,4,8,0,8,2,2,1,2,1,0,19,28,3,1,1,4,1,1,1,0,0,4.4372,3.5821,0,0.2949,1
190,36,38,8,5,0,4,2,2,0,2,0,2,14,29,5,0,1,5,1,1,1,1,0,4.654,3.772,1,0.1877,1
29,6,5,2,1,0,3,0,1,0,0,0,0,0,18,1,1,0,0,0,0,0,0,1,2.7411,2.3279,0,0.0703,0
58,11,5,2,0,0,4,0,0,0,0,0,0,2,19,0,1,0,1,0,0,0,0,1,3.3712,3.1151,0,0.0795,0
28,10,8,1,1,0,2,0,1,0,0,0,0,4,19,0,1,0,0,0,0,0,0,1,3.4177,2.5962,0,0.0142,0
130,25,31,7,8,1,4,4,4,1,1,1,1,14,20,4,0,1,4,1,0,1,1,0,4.9279,4.8433,1,0.2378,1
27,14,13,3,0,0,4,0,0,0,0,0,0,2,19,1,1,0,0,0,0,0,0,1,3.1718,3.2536,0,0.0739,0
29,20,18,1,1,0,4,0,2,0,0,0,0,4,10,1,1,0,0,0,0,0,0,1,3.7033,3.2057,0,0.0285,0
60,6,18,3,0,0,2,0,0,0,0,0,0,3,10,1,1,0,0,0,0,0,0,1,3.0463,2.9708,0,0.0085,0
53,10,14,2,0,0,1,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,1,3.1112,3.3426,0,0.0767,0
129,47,67,8,8,3,10,3,4,1,2,1,0,19,51,2,1,1,2,0,0,0,1,0,4.2436,4.3864,0,0.1472,1
28,15,10,3,1,0,4,0,0,0,0,0,0,2,20,1,1,0,1,0,0,0,0,1,3.0604,3.4421,0,0.0142,0
178,19,45,7,3,3,7,2,3,1,2,1,2,16,57,4,1,0,5,1,0,1,1,0,4.017,4.5043,0,0.3418,1
102,48,56,7,8,0,9,4,6,0,1,1,2,18,37,5,1,1,6,0,0,1,0,0,4.6859,4.1988,1,0.1648,1
198,18,66,8,5,2,8,4,5,0,2,0,1,20,20,2,1,1,6,1,0,0,1,0,4.9847,4.8886,0,0.3071,1
38,18,2,3,0,0,4,0,0,0,0,0,0,3,16,0,1,0,0,0,0,0,0,1,3.6812,2.5988,0,0.047,0
34,11,16,1,1,0,1,0,1,0,0,0,0,4,16,0,1,0,0,0,0,0,0,1,2.8844,3.3243,0,0.0034,0
154,29,68,7,7,2,3,4,6,0,0,1,1,5,50,3,1,1,2,1,0,1,1,0,4.8226,4.6447,1,0.1892,1
47,19,4,1,0,0,2,0,2,0,0,0,0,0,20,0,1,0,1,0,0,0,0,1,3.0368,2.7705,0,0.0478,0
55,17,14,3,0,0,1,0,1,0,0,0,0,3,12,0,1,0,0,0,0,0,0,1,2.5949,2.038,0,0.0768,0
141,27,40,9,6,3,10,2,4,0,2,1,1,7,53,2,1,0,5,1,1,0,1,0,5.1512,4.9718,0,0.1317,1
60,16,15,3,0,0,1,0,1,0,0,0,0,1,15,1,1,0,0,0,0,0,0,1,2.9045,3.0136,0,0.0524,0
20,15,8,1,1,0,3,0,2,0,0,0,0,3,14,1,1,0,1,0,0,0,0,1,2.8749,2.2373,0,0.0255,0
106,31,44,5,7,3,7,4,4,1,0,1,0,11,48,3,0,1,6,0,0,1,1,0,4.4705,4.7795,0,0.2492,1
21,8,19,1,0,0,3,0,2,0,0,0,0,2,18,1,1,0,0,0,0,0,0,1,3.7739,2.5463,0,0.0507,0
167,39,78,8,4,1,9,3,4,1,1,0,2,10,50,4,1,0,5,0,1,1,0,0,4.4759,4.3302,0,0.2905,1
200,30,28,9,6,1,5,1,3,1,2,0,1,16,23,3,1,1,3,0,0,0,0,0,4.2791,3.7244,1,0.1293,1
22,12,4,2,0,0,2,0,2,0,0,0,0,1,9,0,1,0,0,0,0,0,0,1,3.6809,2.0798,0,0.0091,0
58,20,6,3,1,0,2,0,2,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,3.3558,3.2487,0,0.0491,0
26,10,12,3,0,0,1,0,1,0,0,0,0,1,18,1,1,0,0,0,0,0,0,1,2.9238,2.546,0,0.0151,0
78,45,14,10,6,3,5,1,5,0,1,1,0,19,38,4,1,0,6,0,1,0,1,0,4.766,4.3129,1,0.2948,1
47,6,9,2,1,0,3,0,0,0,0,0,0,4,5,0,1,0,1,0,0,0,0,1,2.9885,3.3158,0,0.011,0
193,17,42,10,4,3,8,4,3,1,0,1,0,18,33,5,0,0,3,1,1,0,1,0,4.4712,4.3856,0,0.3354,1
59,12,7,3,1,0,3,0,2,0,0,0,0,1,14,1,1,0,1,0,0,0,0,1,3.1567,2.248,0,0.0564,0
57,19,16,1,0,0,4,0,1,0,0,0,0,1,5,1,1,0,1,0,0,0,0,1,2.8065,3.0854,0,0.0508,0
21,19,16,3,1,0,3,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,1,2.6334,2.2802,0,0.0092,0
119,34,56,6,5,0,3,3,6,0,0,1,1,12,56,3,0,0,2,0,0,0,1,0,4.4278,3.5629,0,0.366,1
196,20,17,6,8,2,5,4,5,0,2,0,2,10,50,4,0,1,5,1,1,0,0,0,5.4744,4.8298,1,0.1841,1
158,18,53,6,5,0,6,3,4,1,2,0,0,7,27,3,0,1,3,0,1,0,0,0,4.9566,4.4512,1,0.3211,1
49,10,10,3,0,0,3,0,0,0,0,0,0,1,6,0,1,0,1,0,0,0,0,1,3.4913,3.304,0,0.0174,0
21,11,13,3,0,0,1,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,1,3.7748,2.1734,0,0.0731,0
138,48,45,8,6,0,6,2,6,0,2,0,2,16,29,3,1,0,3,1,0,1,0,0,4.0017,3.9125,0,0.2038,1
85,39,74,4,3,2,9,1,6,1,0,1,0,15,35,4,0,1,6,0,1,0,1,0,5.2446,3.5344,1,0.2147,1
160,31,59,4,6,3,7,4,3,1,1,0,2,10,40,4,1,0,3,0,0,0,1,0,5.1685,3.9094,1,0.3496,1
53,17,6,3,1,0,1,0,1,0,0,0,0,2,16,1,1,0,0,0,0,0,0,1,3.0475,2.8157,0,0.0296,0
55,13,13,1,0,0,1,0,1,0,0,0,0,1,14,0,1,0,1,0,0,0,0,1,3.4356,3.1556,0,0.038,0
135,44,76,10,8,1,3,4,4,1,2,1,1,13,50,5,0,1,3,0,0,1,1,0,4.6804,3.8609,0,0.3652,1
192,48,76,10,7,3,9,3,4,1,1,0,1,6,44,5,1,0,5,0,1,1,0,0,4.6933,3.7139,1,0.2823,1
174,28,56,4,4,2,6,4,4,1,2,0,2,8,33,3,1,0,4,0,1,0,0,0,4.3962,4.4429,0,0.3711,1
144,29,56,9,4,2,3,2,3,0,2,1,2,15,60,2,0,1,4,1,1,1,1,0,4.3422,4.7717,0,0.2159,1
143,50,79,5,4,3,8,1,2,1,1,1,1,11,46,5,1,0,5,1,1,0,0,0,4.5155,4.1601,0,0.1583,1
48,8,1,3,1,0,2,0,0,0,0,0,0,1,17,1,1,0,1,0,0,0,0,1,2.5392,2.262,0,0.0044,0
91,35,65,4,5,1,5,3,5,1,0,0,2,9,58,3,0,1,4,0,1,0,0,0,4.8197,3.6067,1,0.2953,1
196,19,61,7,6,3,7,3,4,0,1,0,2,16,54,2,1,0,4,0,1,0,0,0,4.2295,3.8517,0,0.1936,1
123,22,49,9,5,3,10,2,4,0,2,1,0,18,50,3,1,1,3,1,1,0,1,0,4.9397,4.1298,1,0.1564,1
45,18,2,3,0,0,3,0,2,0,0,0,0,4,20,0,1,0,0,0,0,0,0,1,2.6633,3.051,0,0.018,0
188,35,33,6,7,2,3,2,5,0,2,1,1,8,43,2,0,1,5,1,0,1,1,0,5.2271,4.2158,1,0.3473,1
98,42,26,8,6,3,4,1,4,1,2,0,1,9,27,5,0,1,4,0,1,0,0,0,5.2157,3.524,0,0.2046,1
77,23,11,7,5,2,8,1,4,1,2,1,2,9,25,5,0,1,3,0,0,1,1,0,4.0056,4.1344,1,0.1672,1
107,28,42,5,4,0,5,1,2,0,1,0,2,18,31,4,1,1,3,1,0,1,1,0,5.0953,3.5586,1,0.3771,1
152,32,13,5,3,1,10,3,3,0,1,0,1,13,30,5,1,0,3,0,1,1,1,0,4.8732,3.5774,1,0.2129,1
105,27,73,7,7,0,6,4,6,1,1,1,0,8,56,2,0,1,3,1,0,1,0,0,4.8803,3.8817,0,0.2199,1
174,47,63,10,6,1,7,4,4,1,0,1,0,20,55,5,0,1,6,1,1,0,1,0,4.1776,3.65,1,0.1689,1
192,24,67,5,3,0,7,1,6,1,1,0,1,17,57,5,0,1,5,0,1,1,1,0,4.9866,4.7436,1,0.1788,1
123,28,73,9,5,3,8,2,6,1,2,1,2,15,48,2,1,0,5,1,1,1,0,0,4.1594,3.544,0,0.3723,1
122,21,21,7,5,2,6,4,2,1,2,0,1,12,37,2,0,1,5,1,0,1,1,0,5.1427,4.8312,1,0.2165,1
41,10,2,1,1,0,3,0,2,0,0,0,0,3,17,0,1,0,1,0,0,0,0,1,3.5817,2.8813,0,0.0707,0
196,42,74,8,6,0,7,2,3,1,1,0,1,6,21,2,1,1,4,1,1,1,1,0,5.1437,4.0563,1,0.2477,1
133,25,35,6,6,2,7,1,5,0,2,1,0,8,26,5,1,1,4,0,0,1,0,0,4.0945,3.6113,1,0.1869,1
34,14,18,3,0,0,4,0,0,0,0,0,0,4,6,0,1,0,1,0,0,0,0,1,3.249,2.2364,0,0.0458,0
170,46,36,5,6,3,7,4,6,0,2,0,0,19,28,3,0,1,6,1,0,1,0,0,4.4429,4.5216,0,0.1637,1
30,14,5,2,0,0,4,0,0,0,0,0,0,3,5,0,1,0,1,0,0,0,0,1,2.7872,2.328,0,0.0575,0
29,6,19,3,1,0,3,0,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,1,2.5133,2.86,0,0.0552,0
119,23,52,9,4,0,3,4,5,0,0,1,0,11,28,4,0,1,3,0,0,1,0,0,4.7307,4.5281,0,0.1281,1
123,17,39,5,6,0,9,4,6,1,1,0,1,11,49,5,1,0,3,0,1,1,1,0,4.5685,4.6331,0,0.1717,1
40,8,13,3,1,0,3,0,0,0,0,0,0,2,11,0,1,0,1,0,0,0,0,1,2.6061,2.9865,0,0.0432,0
120,45,15,10,5,2,7,1,5,0,2,0,2,7,49,2,0,1,5,0,0,1,1,0,5.3668,3.9753,1,0.3229,1
21,7,10,1,1,0,4,0,1,0,0,0,0,3,12,1,1,0,0,0,0,0,0,1,2.8186,2.5713,0,0.0523,0
25,10,16,3,0,0,3,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,1,3.6479,2.4882,0,0.0122,0
134,48,67,9,5,3,3,1,5,1,1,1,1,11,50,3,0,0,6,0,0,1,0,0,5.3984,4.2582,0,0.1007,1
123,40,67,9,3,3,7,4,2,1,1,0,1,8,42,2,1,0,5,1,0,1,1,0,5.4453,4.5962,0,0.3564,1
151,43,22,7,8,1,3,4,6,0,1,1,0,15,52,3,1,1,4,1,0,0,1,0,4.449,3.6318,1,0.2444,1
47,20,13,1,1,0,4,0,2,0,0,0,0,2,17,0,1,0,0,0,0,0,0,1,3.2255,2.0055,0,0.0281,0
139,26,18,10,8,3,10,2,2,1,2,1,1,12,26,4,0,0,2,1,1,0,0,0,5.4663,3.6512,1,0.3308,1
33,6,14,2,0,0,4,0,0,0,0,0,0,2,15,0,1,0,0,0,0,0,0,1,3.1968,2.2496,0,0.0498,0
70,49,17,8,3,2,3,1,2,1,1,0,2,20,48,4,0,0,3,0,1,1,0,0,5.0175,3.8411,1,0.3521,1
33,6,17,1,0,0,3,0,1,0,0,0,0,1,18,0,1,0,0,0,0,0,0,1,3.5919,3.2794,0,0.038,0
199,26,43,6,4,0,7,3,4,1,2,1,2,11,41,2,0,0,4,0,1,1,0,0,5.2322,4.2863,1,0.3528,1
136,36,43,6,7,3,10,2,4,0,1,1,1,13,35,4,0,0,3,0,1,0,1,0,5.0119,3.5707,1,0.227,1
25,19,14,3,0,0,1,0,0,0,0,0,0,2,12,0,1,0,0,0,0,0,0,1,3.7681,2.1809,0,0.0172,0
199,40,71,6,6,1,10,2,2,1,0,1,2,20,39,5,0,0,2,1,1,0,0,0,4.4005,3.7832,0,0.1283,1
51,9,19,2,0,0,3,0,1,0,0,0,0,1,17,1,1,0,0,0,0,0,0,1,2.5046,3.1309,0,0.0302,0
194,28,76,10,4,0,7,3,4,1,1,0,2,16,47,4,0,0,5,1,0,0,1,0,4.1349,3.744,0,0.1484,1
72,16,77,6,3,1,3,2,4,1,0,1,2,17,43,5,1,0,4,1,0,0,1,0,5.4001,4.1796,0,0.367,1
26,7,11,1,1,0,3,0,0,0,0,0,0,0,12,1,1,0,1,0,0,0,0,1,2.5824,3.1079,0,0.0031,0
23,19,0,3,0,0,4,0,1,0,0,0,0,2,18,0,1,0,0,0,0,0,0,1,2.9781,2.9615,0,0.0081,0
37,16,16,3,1,0,1,0,2,0,0,0,0,2,5,0,1,0,1,0,0,0,0,1,3.1406,2.1304,0,0.0235,0
49,13,20,3,0,0,2,0,2,0,0,0,0,3,15,1,1,0,0,0,0,0,0,1,2.6815,2.2567,0,0.0006,0
42,15,0,2,1,0,2,0,0,0,0,0,0,1,10,1,1,0,1,0,0,0,0,1,3.1293,3.1427,0,0.0264,0
36,7,13,3,1,0,4,0,2,0,0,0,0,3,20,1,1,0,1,0,0,0,0,1,2.8739,2.3147,0,0.0377,0
143,37,39,9,5,0,10,4,5,1,1,0,0,6,43,4,0,0,4,0,0,0,0,0,4.1971,3.716,0,0.1101,1
43,14,11,3,0,0,3,0,1,0,0,0,0,4,13,1,1,0,1,0,0,0,0,1,3.6048,3.0038,0,0.0451,0
21,11,19,1,1,0,1,0,2,0,0,0,0,0,7,1,1,0,1,0,0,0,0,1,3.7036,3.4312,0,0.073,0
82,22,33,9,8,0,4,4,4,1,0,1,2,5,55,3,1,1,2,0,1,0,0,0,4.6017,4.5916,1,0.229,1
49,14,10,1,1,0,3,0,2,0,0,0,0,3,9,0,1,0,0,0,0,0,0,1,3.1855,2.3331,0,0.0652,0
192,46,43,7,6,0,8,4,2,1,0,1,0,16,57,2,1,1,6,1,0,0,0,0,4.8365,3.773,1,0.3946,1
65,45,11,10,7,1,7,3,2,1,2,1,2,7,42,5,0,1,6,1,0,0,0,0,4.2044,4.8547,0,0.1871,1
117,47,40,5,5,2,10,2,5,0,1,0,2,8,34,3,0,0,6,0,0,0,0,0,4.7397,4.2484,0,0.1532,1
81,26,24,8,6,3,8,1,3,1,1,1,2,19,55,3,1,1,2,0,0,0,0,0,5.2943,4.8193,0,0.2224,1
50,10,2,3,0,0,3,0,0,0,0,0,0,1,20,1,1,0,1,0,0,0,0,1,3.0202,3.1661,0,0.0211,0
115,22,23,10,5,2,4,3,2,0,2,1,2,9,35,3,1,1,5,0,0,0,1,0,4.521,4.4328,1,0.199,1
35,11,14,1,1,0,2,0,2,0,0,0,0,4,6,1,1,0,1,0,0,0,0,1,3.7571,3.2918,0,0.0121,0
98,36,65,9,5,3,6,3,6,1,1,1,2,20,32,2,1,1,6,1,1,1,1,0,4.6063,4.8986,0,0.1665,1
25,19,17,1,1,0,4,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,1,3.4837,3.0593,0,0.0509,0
100,15,28,10,5,0,5,2,6,1,1,1,1,11,38,4,1,1,6,1,1,0,0,0,4.806,3.9843,1,0.374,1
199,18,57,9,3,1,8,2,4,1,1,1,1,14,22,4,1,0,4,0,0,1,1,0,4.8065,4.9326,0,0.3737,1
49,14,4,3,1,0,1,0,2,0,0,0,0,0,13,1,1,0,1,0,0,0,0,1,2.9132,3.391,0,0.0528,0
56,17,15,1,0,0,4,0,0,0,0,0,0,3,15,1,1,0,0,0,0,0,0,1,3.1487,3.4437,0,0.0469,0
45,19,20,1,0,0,4,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,2.5908,3.1075,0,0.0377,0
116,39,22,6,3,3,6,2,4,1,2,0,2,7,38,5,0,1,2,1,1,0,0,0,4.34,4.0277,1,0.3604,1
122,33,22,9,6,3,10,4,5,1,1,1,1,13,45,4,1,0,3,1,0,1,1,0,4.9738,3.9913,0,0.3872,1
29,18,16,2,0,0,4,0,2,0,0,0,0,1,7,0,1,0,1,0,0,0,0,1,3.5785,3.0607,0,0.0389,0
44,18,6,2,1,0,3,0,2,0,0,0,0,0,18,1,1,0,0,0,0,0,0,1,3.5716,2.3963,0,0.0279,0
102,26,47,4,3,1,5,4,5,0,0,0,1,13,36,5,0,1,2,1,0,1,1,0,4.9417,4.1329,0,0.2083,1
39,12,11,3,0,0,2,0,0,0,0,0,0,0,9,1,1,0,1,0,0,0,0,1,3.6662,2.1936,0,0.0181,0
54,10,16,3,0,0,1,0,2,0,0,0,0,0,14,1,1,0,0,0,0,0,0,1,3.3685,2.168,0,0.0231,0
72,45,79,9,3,3,7,1,4,1,1,1,0,14,47,2,1,1,6,1,0,0,0,0,5.278,4.0481,0,0.3963,1
44,18,11,1,1,0,3,0,1,0,0,0,0,4,5,0,1,0,1,0,0,0,0,1,3.5116,3.295,0,0.0025,0
91,29,31,9,5,1,8,4,3,0,2,0,2,11,39,4,1,1,4,0,0,1,1,0,4.3386,4.1481,0,0.1233,1
54,16,8,3,0,0,4,0,0,0,0,0,0,1,14,1,1,0,0,0,0,0,0,1,2.7872,2.1657,0,0.0623,0
36,7,15,3,1,0,3,0,0,0,0,0,0,1,15,1,1,0,1,0,0,0,0,1,3.0105,2.7044,0,0.0163,0
132,42,67,6,6,3,9,4,2,1,1,0,2,15,23,4,0,0,5,0,0,1,0,0,5.0511,4.205,1,0.2935,1
93,30,23,10,7,2,10,1,2,0,2,0,0,20,52,4,0,0,4,1,1,1,0,0,4.0482,4.7064,1,0.3604,1
85,27,21,7,4,2,3,1,6,1,1,0,1,14,24,2,1,0,3,0,1,0,1,0,4.4595,4.6804,1,0.2997,1
25,11,17,3,1,0,1,0,1,0,0,0,0,4,18,0,1,0,0,0,0,0,0,1,2.6975,2.8556,0,0.0517,0
83,15,48,7,5,2,9,2,4,1,2,0,0,6,20,3,1,0,6,1,1,0,0,0,4.7766,3.5851,0,0.2075,1
65,34,65,7,3,2,6,2,4,1,2,1,0,5,59,4,0,0,5,0,0,0,0,0,5.4796,4.0796,1,0.3068,1
185,22,61,9,6,3,7,3,3,1,2,1,1,14,45,5,1,0,4,0,1,1,0,0,4.8208,3.5924,1,0.2858,1
141,25,33,6,5,1,3,4,6,1,2,0,1,19,30,5,0,1,5,0,0,1,0,0,4.9427,4.4453,0,0.3755,1
124,31,32,7,7,1,6,4,5,0,0,1,2,9,30,4,0,1,4,0,1,1,0,0,4.4834,4.7858,0,0.302,1
160,26,25,7,7,1,8,1,4,1,1,0,0,11,33,4,1,0,5,1,1,1,1,0,4.361,4.1457,0,0.1229,1
62,31,36,4,7,2,3,3,5,0,2,1,2,8,29,4,0,1,2,0,0,0,0,0,4.7071,4.3078,1,0.1898,1
47,7,18,2,0,0,2,0,1,0,0,0,0,0,15,0,1,0,1,0,0,0,0,1,3.4319,3.2421,0,0.0705,0
152,42,40,6,6,1,4,1,5,0,1,1,0,20,60,3,1,0,3,0,0,1,0,0,4.0486,4.5144,0,0.2097,1
25,10,9,2,0,0,4,0,2,0,0,0,0,4,10,1,1,0,0,0,0,0,0,1,3.2432,2.7473,0,0.0635,0
41,9,6,3,1,0,3,0,1,0,0,0,0,2,12,1,1,0,1,0,0,0,0,1,2.5774,2.9992,0,0.0781,0
32,9,18,2,1,0,4,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,1,2.6107,2.741,0,0.0282,0
94,39,11,10,7,2,7,3,4,0,1,1,0,8,44,4,0,0,4,1,1,0,1,0,5.3033,4.166,1,0.2292,1
187,27,23,6,6,2,6,4,6,0,1,1,1,7,31,2,1,1,3,0,0,1,0,0,5.3332,4.4419,0,0.2579,1
148,45,12,4,3,0,7,2,4,0,1,1,1,17,57,2,0,1,6,1,1,1,0,0,4.0644,4.2599,0,0.181,1
177,23,80,8,8,2,6,2,4,0,1,1,2,8,56,5,1,0,5,1,1,0,1,0,4.46,3.6417,1,0.2888,1
96,35,23,6,4,1,8,1,2,0,1,0,1,9,20,4,0,0,2,0,1,1,0,0,4.4348,4.5888,1,0.1244,1
133,30,68,10,4,0,3,4,6,0,1,0,0,10,40,2,1,1,6,0,1,1,1,0,4.5913,4.6377,0,0.3946,1
152,38,46,4,4,1,3,4,5,1,0,1,2,17,22,5,1,1,2,0,1,0,1,0,4.5012,4.0276,1,0.1346,1
134,28,48,9,8,1,9,1,4,1,1,1,1,20,58,5,0,1,6,0,0,0,0,0,5.3647,4.0294,1,0.2571,1
53,18,18,2,0,0,1,0,1,0,0,0,0,1,11,0,1,0,1,0,0,0,0,1,2.7033,2.332,0,0.0126,0
26,12,14,1,0,0,3,0,2,0,0,0,0,1,6,0,1,0,0,0,0,0,0,1,3.1828,3.0258,0,0.0575,0
30,20,1,3,0,0,3,0,0,0,0,0,0,2,12,0,1,0,0,0,0,0,0,1,3.483,2.9443,0,0.026,0
24,16,1,3,1,0,3,0,1,0,0,0,0,1,12,1,1,0,0,0,0,0,0,1,3.0935,2.2356,0,0.0239,0
46,6,15,3,0,0,2,0,1,0,0,0,0,3,11,0,1,0,0,0,0,0,0,1,3.0275,2.6171,0,0.0237,0
195,23,45,7,7,3,3,1,6,1,0,0,2,20,33,2,0,1,3,1,0,1,0,0,4.8349,4.116,0,0.126,1
152,34,41,6,8,0,10,4,5,1,1,0,1,17,33,2,1,0,5,1,0,1,0,0,4.7807,4.0887,0,0.1672,1
21,10,12,3,1,0,1,0,1,0,0,0,0,2,14,1,1,0,1,0,0,0,0,1,3.2365,2.9514,0,0.0741,0
136,28,48,9,4,2,5,3,3,0,2,1,1,8,58,2,0,1,6,0,1,0,1,0,4.7409,3.9283,1,0.1127,1
35,16,10,3,0,0,2,0,2,0,0,0,0,4,12,1,1,0,1,0,0,0,0,1,3.2163,2.0643,0,0.0769,0
109,43,61,4,3,3,4,3,6,0,0,0,0,18,26,4,0,0,3,1,1,1,0,0,4.8606,4.2301,0,0.3081,1
178,31,77,6,6,0,9,1,4,1,2,1,2,14,38,2,0,1,2,1,0,0,0,0,5.2989,3.5556,0,0.2218,1
39,15,14,1,1,0,4,0,0,0,0,0,0,4,7,1,1,0,0,0,0,0,0,1,2.6845,2.3965,0,0.0623,0
108,25,10,6,8,0,8,3,4,0,1,0,1,10,51,2,0,1,5,1,0,1,0,0,4.2959,4.3339,0,0.3461,1
142,17,35,9,6,3,3,4,5,0,2,1,2,7,49,4,1,1,3,0,1,0,0,0,4.9553,3.5428,1,0.3242,1
192,39,53,6,5,2,5,1,3,0,2,1,0,6,24,3,1,0,5,1,1,1,0,0,5.1694,4.159,0,0.388,1
61,29,49,7,7,1,8,1,2,1,1,1,0,7,28,4,1,0,4,1,1,1,0,0,5.0977,3.9115,1,0.1577,1
194,15,53,10,4,0,9,4,5,1,0,1,0,16,23,3,1,0,2,0,1,1,0,0,4.4058,3.9166,1,0.2641,1
125,42,10,6,5,2,3,2,2,1,2,1,1,8,39,4,0,1,4,1,1,0,1,0,4.9209,4.1984,1,0.3634,1
46,10,6,2,0,0,4,0,2,0,0,0,0,3,11,0,1,0,0,0,0,0,0,1,3.4917,2.4724,0,0.0316,0
40,15,11,3,1,0,3,0,1,0,0,0,0,0,19,1,1,0,1,0,0,0,0,1,3.7958,2.0446,0,0.0556,0
75,29,78,4,4,0,8,2,3,1,2,1,2,13,22,5,1,0,6,0,1,1,1,0,5.1265,4.9611,0,0.3744,1
145,21,37,6,7,1,9,1,6,1,2,1,1,15,58,4,1,1,5,1,1,0,0,0,5.0413,4.3284,0,0.2148,1
37,8,1,3,1,0,4,0,0,0,0,0,0,4,12,1,1,0,0,0,0,0,0,1,2.5846,3.1684,0,0.0055,0
82,46,76,10,3,2,9,4,3,1,1,0,2,18,23,5,1,1,2,0,1,1,1,0,4.4383,3.504,0,0.3012,1
156,17,57,6,3,0,5,4,4,1,0,0,1,18,43,2,1,1,2,1,0,0,1,0,4.5319,4.4512,0,0.2219,1
45,18,13,3,0,0,1,0,1,0,0,0,0,1,16,0,1,0,0,0,0,0,0,1,2.8022,2.854,0,0.0433,0
48,18,3,2,0,0,2,0,0,0,0,0,0,0,8,1,1,0,1,0,0,0,0,1,3.6076,2.027,0,0.0596,0
166,16,41,7,7,2,9,4,6,0,2,0,1,6,52,4,0,0,4,0,0,0,1,0,4.783,3.533,1,0.2348,1
61,23,50,4,7,0,9,4,2,1,0,0,2,14,33,5,0,0,4,1,0,0,1,0,4.7904,4.618,0,0.1365,1
157,18,33,6,5,1,6,1,6,1,1,0,1,19,39,4,1,1,2,1,0,0,0,0,5.4677,4.3857,1,0.3912,1
30,19,6,1,0,0,4,0,2,0,0,0,0,3,10,1,1,0,1,0,0,0,0,1,3.1243,3.2454,0,0.0142,0
53,9,7,2,1,0,4,0,1,0,0,0,0,0,20,1,1,0,0,0,0,0,0,1,3.5929,3.0553,0,0.0299,0
60,8,5,1,1,0,4,0,1,0,0,0,0,0,17,1,1,0,0,0,0,0,0,1,2.9466,2.3428,0,0.0783,0
177,50,20,8,7,3,8,2,5,0,2,0,1,19,52,3,1,0,4,1,0,0,1,0,4.9886,3.597,0,0.1892,1
25,15,6,1,0,0,3,0,1,0,0,0,0,3,17,0,1,0,1,0,0,0,0,1,3.4318,2.6077,0,0.0712,0
94,19,61,4,4,3,7,1,2,0,1,0,0,16,32,3,1,0,3,1,0,1,0,0,4.911,4.7702,1,0.2034,1
75,46,59,9,4,2,6,1,4,1,2,0,1,12,54,3,0,1,6,0,1,0,0,0,4.1606,4.7334,1,0.2139,1
36,7,13,2,0,0,2,0,1,0,0,0,0,3,9,1,1,0,1,0,0,0,0,1,3.4135,2.5671,0,0.0481,0
48,20,1,2,1,0,4,0,0,0,0,0,0,3,10,1,1,0,0,0,0,0,0,1,3.4647,2.7399,0,0.0717,0
126,27,42,7,6,3,7,2,5,1,0,1,2,10,49,2,0,1,2,0,1,0,1,0,5.1816,4.865,0,0.1394,1
106,50,50,5,7,0,10,3,5,0,0,1,2,13,50,3,0,0,2,0,0,1,0,0,5.1175,4.3328,0,0.2278,1
30,14,16,3,0,0,4,0,1,0,0,0,0,0,14,1,1,0,1,0,0,0,0,1,2.5371,2.2618,0,0.0544,0
34,6,5,1,0,0,3,0,0,0,0,0,0,4,5,1,1,0,1,0,0,0,0,1,3.4741,2.9609,0,0.0683,0
151,38,71,5,7,1,3,4,4,1,1,0,1,17,54,2,1,0,3,1,1,1,1,0,4.8267,4.9175,1,0.3946,1
26,15,9,1,1,0,1,0,1,0,0,0,0,3,16,1,1,0,1,0,0,0,0,1,2.5583,2.4954,0,0.0732,0
28,17,1,1,1,0,2,0,0,0,0,0,0,4,14,0,1,0,1,0,0,0,0,1,3.7789,2.8501,0,0.0289,0
93,49,45,10,6,3,5,2,6,0,0,0,0,8,48,2,0,1,5,1,1,1,1,0,4.7266,4.6273,0,0.3643,1
